chunk_id,appliance_type,help_type,symptom_key,source_url,chunk_text,updated_at
repair_guide_refrigerator_running-too-long,refrigerator,repair_guide,running too long,https://www.partselect.com/Repair/Refrigerator/Running-Too-Long/,"How To Fix A Refrigerator That's Running Too Long
50 step by step videos
The defrost timer can be either a mechanical timer or an electronic ""adaptive defrost control"". Both are used to initiate the defrost cycle by turning on the defrost heater at specific intervals and for a specific amount of time. Mechanical timers are more common and usually activate a defrost cycle every 8-10 hours of compressor run time. This normally occurs about once every day or two. The defrost cycle will normally terminate after 20 to 30 minutes and the compressor and fans will start again. Adaptive defrost controls will monitor ambient conditions and previous defrost cycles and adapt the defrost cycle frequency and length to be more efficient.
How to test a refrigerator defrost timer with a multi-meter:
Unplug your refrigerator before beginning.
Locate & remove the defrost timer from the appliance in order to test it. It can be found behind the refrigerator's lower kickplate, in the refrigerator's control panel, or even behind the refrigerator on its back wall.
Set your multi-meter to the Rx1 setting and touch one probe to the common terminal (it should be labeled ""3"" or ""C""). One at a time, touch the other lead to the other three remaining terminals. Testing the first pair should produce a reading of zero, or near zero, denoting continuity. The second pair may also result in a reading of zero or near zero. Testing the third pair of terminals should produce a reading of infinity.
If you receive different readings, you will need areplacement defrost timer.
The defrost heater is controlled by the defrost timer or adaptive defrost control and the defrost termination thermostat. The heater is normally a glass encased heater wire with well insulated wire leads.
How to test a refrigerator defrost heater with a multi-meter:
Unplug your refrigerator before starting, you will be inspecting electrical components.
Remove your defrost heater. Defrost heaters are commonly located beneath a refrigera",1773944937.246686
repair_guide_refrigerator_freezer-too-cold,refrigerator,repair_guide,freezer too cold,https://www.partselect.com/Repair/Refrigerator/Freezer-Too-Cold/,"How To Fix A Refrigerator Freezer That's Too Cold
If the freezer section is too cold and the fresh food section temperature is normal you should suspect that the air damper or freezer control is adjusted improperly or may be defective, and is deflecting more than the normal amount of air into the freezer section and not enough into the fresh food compartment to satisfy the cold control and turn off the compressor.
How to inspect a refrigerator’s air damper or freezer control:
Unplug your refrigerator before beginning.
Locate your air damper or freezer control. It will usually be found in the fresh food compartment, behind a vent found on the top or side of the fridge.
Remove the vent and inspect the damper flap for any signs of wear or damage, attempt to manually move the flap. You should feel little or no resistance.
If you find any issues when performing the above checks, you will need areplacement air damper or freezer control. If you do not find the issue, suspect the evaporator coils or motor.
In models that use an Electronic Control, a thermistor or temperature sensor may be used to monitor fresh food and freezer temperatures. The control board uses this information to turn on the compressor and fan circuits as well as to operate the damper control on some models. If the sensor becomes damaged or defective it may incorrectly signal the control board to close the air damper too much and result in colder than normal freezer temperatures. Individual manufacturers may have specific information available to test these sensors, depending on the model involved, and may also provide a fault code on the electronic control board on some models.
How to test a refrigerator temperature sensor or thermistor with a multi-meter:
Disconnect your refrigerator from the power source and then remove the back panel of your refrigerator to locate the main control board.
Locate and remove the thermistor(s), they will be attached to the main control board.
Place the thermistor(s) in i",1773944937.5768378
repair_guide_dishwasher_leaking,dishwasher,repair_guide,leaking,https://www.partselect.com/Repair/Dishwasher/Leaking/,"How To Repair A Leaking Dishwasher
6 step by step videos
A defective pump and/or pump seal may be the cause of a dishwasher leak. The function of the pump is to circulate water in the dishwasher and in some models, to drain the water as well. The pump typically consists of two separate compartments; one for wash or circulation and the other for draining. The circulation part of the pump will typically consist of the wash impeller and the filter components while the drain portion will consist of a drain impeller and a chopper blade or in some cases, a solenoid operated diverter.
How to test a dishwasher pump with a multimeter:
Disconnect the power from your appliance before beginning.
On most models, the pump will be found behind the lower access panel. Locate and remove your dishwasher pump in order to test it.
To test for continuity, set your multimeter to Rx1 and touch the terminals with the probes. This test should produce a reading of exactly or nearly zero. You should also check the ground connection of the pump. To do this, leave one probe on the terminal and touch the other to the bare metal housing of the pump. This test should not produce any reading.
If your readings differ from the results above, you will need areplacement pump.
If water appears to be leaking around the front of the dishwasher, the problem may be with the door gasket. The dishwasher door gasket or seal is normally made of soft rubber or vinyl and goes around the door or tub opening of the dishwasher, creating a watertight seal. Some dishwasher models have rubber baffles located at the bottom corners of the tub opening that prevent water leaking in that area. When vinyl or rubber ages, it can become less flexible or even brittle and may damage easily or not seal properly.
How to inspect a door gasket on a dishwasher:
Open your dishwasher door to locate the door gasket, and baffles if applicable.
Visually inspect the gasket for any signs of wearing, damage, missing pieces, or misalignment.
",1773944937.655703
repair_guide_dishwasher_will-not-start,dishwasher,repair_guide,will not start,https://www.partselect.com/Repair/Dishwasher/Will-Not-Start/,"How to Fix a Dishwasher That Won’t Start
7 step by step videos
If your dishwasher won’t start, the problem could be the door latch or door latch switches. The door latch assembly is used to hold the door closed during the cycle to prevent water from leaking and it also incorporates the door latch switches that supply power to the dishwasher controls. If the door cannot close properly to activate the door latch switches or if the switches are defective, then the dishwasher controls will not receive power and the dishwasher will not start. Inspect the latch assembly including the switches.
How to test a dishwasher door latch assembly with a multimeter:
Disconnect your appliance from the power source before beginning.
Begin by removing the inner door panel to gain access to the door latch assembly. It is usually found at the top of the door. Once you have located it, verify that the door catch activates the door latch switches by inserting the catch into the assembly.
If the switches are being activated mechanically, remove the switches to check them for continuity. Using a multimeter on Rx1, touch the probes to the switch’s terminals. This should produce a reading of zero or nearly zero.
If you receive a different reading, you will need areplacement door latch assembly.
If you have determined that the door latch assembly is operating properly and your dishwasher still won’t start, the next step would be to look at the timer or electronic control. The first step of the dishwasher cycle is normally a drain function to remove any standing water in the tub. If you do not hear the drain pump motor running, then you should look at the timer or electronic control as a possible cause. On manual timer models, the timer is used to supply power to the pump motor, water inlet valve, heater circuit and drain pump motor at the proper sequence in the cycle. The timer uses a series of electrical contacts that are driven by a small motor all of which are encased in the timer housing.
",1773944937.7366688
repair_guide_dishwasher_noisy,dishwasher,repair_guide,noisy,https://www.partselect.com/Repair/Dishwasher/Noisy/,"How To Fix A Noisy Dishwasher
10 step by step videos
A defective pump could be the reason your dishwasher is making loud noises. The function of the pump is to pressurize the spray arms, and in most models, it is also used to drain the water. The pump sits at the bottom of the dishwasher and typically consists of two separate compartments; one for wash or circulation and the other for draining. The circulation part of the pump will typically consist of the wash impeller and the filter components while the drain portion will consist of a drain impeller and a chopper blade or in some cases, a solenoid operated diverter. The impellers are driven by an electric motor that is attached to the bottom or side of the pump.
How to test a dishwasher pump with a multimeter:
Unplug your dishwasher before beginning this test; you will be handling electrical components.
Remove the pump in order to test it. The pump is usually found behind the lower access panel.
Using a multimeter on Rx1, place the probes onto the terminals to test for continuity. You should receive a reading of zero or nearly zero. To test the ground connection, with one probe still on a terminal, touch the other probe to the bare metal housing of the pump. You should not receive any reading from this test.
If your test results do not match those above, you will need areplacement pump.
If your dishwasher is noisy, the cause could be a wash arm seal or bearing ring. These parts are plastic rings that support the wash arm or the spray arm and that the arm rotates on. Either of these parts could be loose or be worn, causing the spray arm to not function properly.
How to inspect your wash arm bearing ring & spray arm seal:
While you will not be disassembling your appliance, we still recommend unplugging your appliance before beginning.
Locate your wash arm bearing ring & spray arm seal. They will be found attached to the spray/wash arms.
Visually inspect them for signs of wear, cracking, or damage. You may need to re",1773944937.8485491
repair_guide_dishwasher_door-latch-failure,dishwasher,repair_guide,door latch failure,https://www.partselect.com/Repair/Dishwasher/Door-Latch-Failure/,"How To Fix A Broken Dishwasher Door Latch
4 step by step videos
If your door latch is not working properly, the first thing to inspect should be the door catch. The door catch is attached to the top of the dishwasher tub and is normally adjustable. If not adjusted properly it can cause the door latch to not activate and will prevent the dishwasher from working, or it may not close the door tight enough to prevent a leak. The door latch may also be worn and no longer creates a tight fit, in which case the door latch will need to be replaced.
How to test a dishwasher door latch assembly with a multimeter:
Verify that you have unplugged your dishwasher before beginning.
The door latch assembly is most often found inside the inner door panel, near the top of the door. Remove your inner door panel and locate the door latch assembly.
Inspect the door catch to verify that it is mechanically activating the switches. If it is, remove the switches in order to test them for continuity.
Set your multimeter to Rx1 and touch the terminals with the probes. You are testing for continuity and should receive a reading of exactly or nearly zero.
If your test produces any other reading, you will need areplacement door latch assembly.
Still not sure which part is broken? We can offer you custom troubleshooting help if you search with your model number.",1773944938.587447
repair_guide_dishwasher_not-cleaning-properly,dishwasher,repair_guide,not cleaning properly,https://www.partselect.com/Repair/Dishwasher/Not-Cleaning-Properly/,"How To Fix Dishwasher That Won't Clean Properly
38 step by step videos
If you are experiencing low pressure from the spray arms, the upper discharge housing gasket could be the source of the problem.
How to inspect a dishwasher upper discharge housing gasket:
For safety, unplug your dishwasher before starting this repair.
This housing gasket is located on the discharge cover above the circulation impeller. The gasket may have just come loose, or it may need to be replaced altogether. Locate your gasket in order to inspect it.
Inspect the gasket for any signs of wear, damage, cracking, missing chunks, and if it is properly attached. If it is loose, ensure that there is no debris that is preventing a proper seal and then reattach it.
If you find your housing gasket is damaged or worn, you will need areplacement upper discharge housing gasket.
The lower spray arm (as well as the upper and middle spray arms if applicable) could be the reason why your dishwasher is not cleaning properly. The function of the spray arms is to spray the dishes with a strong stream of hot water and detergent. If some of the holes are plugged, then you should also inspect the filter system for a possible problem. Cracks or separated seams in the spray arms will impair the force of the spray as well. If your dishwasher has an upper spray arm also inspect the spray arm mounting bracket to make sure it hasn't become loose, cracked or otherwise restricted.
How to inspect dishwasher spray arms:
Disconnect the appliance from the power source before beginning.
Open your dishwasher and visually inspect your spray arms. You are looking for any signs of wear, cracking, or damage. Inspect the holes of the arms to see if any dirt or debris is lodged in them, clean out anything you find.
Turn the spray arms manually. While doing so, you should be inspecting if there is much resistance, if the arms are wobbling, or if the arms hit the dish racks.",1773944939.177074
repair_guide_dishwasher_will-not-dispense-detergent,dishwasher,repair_guide,will not dispense detergent,https://www.partselect.com/Repair/Dishwasher/Will-Not-Dispense-Detergent/,"How to Fix A Dishwasher That Won't Dispense Detergent
6 step by step videos
The detergent dispenser is designed to release detergent into the dishwasher tub during the wash cycles and will typically have two compartments, an unsealed compartment for prewash and a sealed compartment for the main wash cycle.
How to inspect a dishwasher dispenser:
Disconnect your appliance from the power source.
Locate your dispenser, you will not need to remove it to inspect it. It will most likely be found attached to the inside of the dishwasher door.
Visually inspect the dispenser for any signs of cracking, discoloration, or damage. If you find any caked-on detergent or debris on the dispenser, thoroughly clean it with a wet cloth.
If you find any of the above issues, you will need areplacement dispenser.
The rinse aid cap could be the reason why your dishwasher is not releasing rinse aid. The rinse aid cap could be loose and may just need to be refitted, but could also be warped or damaged from the heat of the water in the dishwasher.
How to inspect a dishwasher rinse aid cap:
This is a very simple inspection; no tools or disassembly will be needed.
The rinse aid dispensing cap is located on the inner door panel of your dishwasher. Remove the cap from the door in order to inspect it.
Looking for any signs of melting, warping, cracking, or discoloration, visually inspect the rinse aid cap.",1773944939.258555
repair_guide_dishwasher_will-not-fill-water,dishwasher,repair_guide,will not fill water,https://www.partselect.com/Repair/Dishwasher/Will-Not-Fill-Water/,"How To Fix A Dishwasher That Will Not Fill With Water
3 step by step videos
The water inlet valve is used to fill the dishwasher with the proper amount of hot water and is controlled by the timer or electronic control. The valve will be located behind the lower access panel and will have two wires attached to it, an outlet hose to the tub and a hot water inlet from the household supply. If your dishwasher does not fill, then you should first check the inlet supply to verify that you have enough water pressure.
How to inspect a dishwasher water inlet valve:
Unplug your dishwasher and disconnect the water supply before starting.
Locate your water inlet valve. It is commonly found on the lower left side of your dishwasher. You likely will need to remove the lower access panel to locate it.
Looking for any signs of damage, wear, or cracking, visually inspect the water inlet valve.
If your valve shows signs of any of the symptoms described above, you will need areplacement water inlet valve.
A malfunctioning float could cause the dishwasher to not fill with water. The acts as a safety device that prevents the dishwasher from overfilling with water. The float rises with the water level in the dishwasher and when the proper level is reached, the float will trigger the float switch to turn off the water inlet valve.
How to check a dishwasher float assembly:
Before beginning, verify that you have unplugged your appliance.
Begin by opening your dishwasher door and removing the cover over the float assembly. Once you’ve done that, manually lift the float and let it drop multiple times, it should move freely, if it does not, remove the float to remove any foreign objects in the guide tube. You should also inspect the float for any visible wear or damage.
Remove the lower access panel to determine if the float is mechanically engaging with the float switch.",1773944939.33638
repair_guide_dishwasher_not-draining,dishwasher,repair_guide,not draining,https://www.partselect.com/Repair/Dishwasher/Not-Draining/,"How To Fix A Dishwasher That Won't Drain
7 step by step videos
Some models of dishwashers utilize a check valve as part of the drain pump. Within the check valve, there is the piston and nut assembly. If your dishwasher is not draining water properly, the piston and nut assembly could be the source of the problem.
How to inspect a dishwasher piston & nut assembly:
Disconnect your appliance from the power source.
Locate your piston & nut assembly. It likely will be found on the bottom of the tub, beneath the sump cover.
Inspect your piston & nut assembly to determine if it is functioning properly. The assembly should move up and down freely. When the piston is in the down position, it should form a tight seal. If it is not forming a complete seal, the dishwasher will not completely pump out the water.
If you find any issues while performing the inspection, you will need areplacement piston & nut assembly.
All dishwashers will have a method to drain the water. Most models will have a single motor driven pump with two separate compartments, one for circulation and one for drain, each with its own impeller. Other types will have a separate drain pump, and some will utilize the main circulating pump in conjunction with a drain solenoid and diverter valve or flapper. On models that use a separate drain pump, you should check to see if there is any obstruction to the input and output of the pump and also verify that there is power getting to the pump motor during the drain portion of the cycle.
How to test a dishwasher pump with a multimeter:
Before beginning, ensure that you have disconnected your appliance from the power source.
Locate and remove your dishwasher pump. It likely will be found behind the lower access panel.
Once you have removed it, using a multimeter on Rx1 mode, touch the pump’s terminals with the probes. You are testing for continuity and should receive a reading of zero or nearly zero. Next, you should test the ground connection by touching one of the ",1773944939.559786
repair_guide_dishwasher_not-drying-properly,dishwasher,repair_guide,not drying properly,https://www.partselect.com/Repair/Dishwasher/Not-Drying-Properly/,"How to Fix A Dishwasher That Won't Dry Properly
4 step by step videos
A malfunctioning heating element may be the cause for dishes not drying. To test the heating element, first, make sure that power to your dishwasher is turned off, and then check for continuity with a multi-meter.
How to test the heating element in a dishwasher with a multimeter:
Unplug your dishwasher before attempting this test.
Your heating element will be found inside the dishwasher, attached to the bottom of the tub. It may be covered or uncovered. If it is covered, remove the cover.
In order to disconnect the heating element, you will need to remove the lower access panel. Remove the wires attached to the heating element’s terminals by carefully grasping the metal connector, do not pull on the wire itself.
To test the element, set your multimeter to Rx1 and touch each probe to a terminal. Your reading should be somewhere between zero and infinity, refer to your owner’s manual to determine what reading you should receive for your model. If it is exactly zero or infinity it is defective.
If your test produces a reading different from the manufacturer’s recommendation, you will need areplacement heating element.
The high limit thermostat acts as a safety device that keeps the dishwasher from getting too hot. If the thermostat is malfunctioning, it could shut off the heat before your dishes are finished drying.
How to test a dishwasher high limit thermostat with a multimeter:
Ensure that you unplug your appliance before beginning this inspection.
Locate and remove the thermostat in order to test it for continuity. In most models, it can be found at the bottom of the dishwasher tub, behind the lower access panel.",1773944939.685737
